,3'Flank,3'UTR,5'Flank,5'UTR,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site
SBS20,0.008878026850045804,0.010685949438961668,0.08680564087350323,0.06272795369499537,0.02361726839766728,0.5599324807277971,0.10544736631754743,0.005499619828418889,0.06539020562053627,0.02890330270224149,0.024903393147932485,0.01720879240035309
SBS21,0.0008175136678198669,0.003405017736807654,0.0009111851057502937,0.001430145595698962,0.005783594847069893,0.7507493869474018,0.0013871471415120246,0.001816563942181062,0.012903839523511351,0.21097014371573433,0.009426248874963584,0.000399212901549194
SBS22a,0.008091134949134833,0.015177223775703292,0.022435233101689545,0.020722935294942554,0.15303019293621375,0.07644243144971166,0.043104342001468586,0.029881919195110126,0.013679787047798576,0.06401565125330072,0.529955833828627,0.023463315166299285
SBS22b,0.04390013829282237,0.04837696467185378,0.06339975699677752,0.04064267960377306,0.09432985128131337,0.20036555249848406,0.09194241871050948,0.0432805125570997,0.05477465297040635,0.17033393149044132,0.09634916671662146,0.05230437420989741
SBS23,0.03648980040408377,0.04377136866607986,0.0754110084168351,0.04240843963987517,0.08448369775130067,0.19152333933397786,0.1120678301095489,0.05256591546664777,0.08596505544703195,0.18760022334262896,0.05468393984367671,0.03302938157831333
SBS24,0.00022317133144170102,0.0002626087887966722,0.02274853911099019,0.0003966481842719293,0.2333295621667606,0.5691725721989338,0.0017529343219932002,0.001025070617129869,0.15887223202786133,0.006573514205487088,0.0016092280227638352,0.004033919023569853
SBS25,0.041153102152247344,0.04575713657567488,0.06643694299954434,0.039814038810105645,0.08616073524790192,0.20297997552222438,0.08665997233506711,0.04374930805116164,0.053065694606360646,0.1745001234418738,0.1028235174422601,0.05689945281557838
SBS26,0.045100320107408595,0.04949628400170214,0.047903548283999044,0.03698508264869431,0.0741779243651015,0.205408316204954,0.11166615911483892,0.049992877752336004,0.06953777205600384,0.16211178992580055,0.09358436493999228,0.0540355605991688
SBS27,0.04588224681462818,0.04853460346801981,0.06419632614030403,0.040390826922213914,0.09191614724335678,0.1975560301067136,0.09197231273449107,0.04413041516956592,0.05645898037643212,0.16659275314566918,0.10000088960900261,0.05236846826960271
SBS28,0.012519915566617556,0.03012017475402716,0.015222444073454605,0.02147960326578945,0.04391871101782498,0.5568627005434131,0.06750643627896125,0.07301698960109591,0.028772802124282747,0.08971858508999768,0.03853131314510426,0.022330324539431314
SBS29,0.0349957484799111,0.0308642059417987,0.054561138332547145,0.03548385973966347,0.03399498692461607,0.3612495690847727,0.0695395034717462,0.04391345699887146,0.027285983042072835,0.11263719285511108,0.1343131658235041,0.061161189305385236
SBS30,0.04215400869382574,0.043496677632456196,0.06212911737110944,0.0365662853148531,0.09564744999639666,0.2080695497861469,0.09613488442041412,0.03383738110993157,0.053994038434048534,0.1813185654885202,0.09467696600376115,0.051975075748536305
SBS31,0.04098746608880723,0.04576569950540974,0.06627835312413706,0.039191261594587766,0.09053214887619387,0.2039907028163754,0.08689349870966584,0.039580987040814516,0.05342823161114266,0.18310426713178507,0.09745733822841793,0.052790045272662935
SBS32,0.04157975933914383,0.044525996719093255,0.06483530555365001,0.03683587197658469,0.09523274845397522,0.2071667182270517,0.08736874450448018,0.03475576862287273,0.05410892771478924,0.1744930854116435,0.10920170489018469,0.04989536858653097
SBS33,0.04237926985891212,0.04917972986035685,0.05726844733420818,0.0401702615088787,0.0887824245204552,0.21111094414585074,0.10888850152609032,0.04075137562510865,0.06172875016329361,0.17569485401104432,0.07668805832895496,0.047357383116846265
SBS34,0.04545009092678032,0.05007162151119464,0.065078796079482,0.04063993676254103,0.09618739607306805,0.19816942534695572,0.09440933470431007,0.04464307231720915,0.056633526940759654,0.16464342040909005,0.09369527255332293,0.05037810637528633
SBS35,3.71021088128216e-05,5.4457323877023586e-05,8.509158640189994e-05,6.137014262445419e-05,8.573147227423583e-05,0.9987115681183704,0.000165910573489889,7.07961376105399e-05,5.2660643837252745e-05,0.00033475271209912956,0.00025383465772159787,8.672452288067502e-05
SBS36,0.035183220716026184,0.04293638073939088,0.08394340505604334,0.041077946501912314,0.08564681236265932,0.19822193330673066,0.12099130876567038,0.057498805328827465,0.04645869484220323,0.13805867013469997,0.08290892212010649,0.06707390012572977
SBS37,0.03950167276387414,0.047484576595857385,0.05896779483735881,0.03957801278872625,0.10331666440838454,0.20840833192246,0.09166375897606897,0.044121741695365244,0.052556132303285076,0.17450108960220284,0.08794979519705,0.051950428909366755
SBS38,0.0431843067908853,0.044186803673613106,0.06395591318383193,0.04237044714428259,0.09503319116429772,0.20580066013142057,0.07963589532466088,0.06069486153070854,0.05605544659988524,0.1592539869462026,0.0805561409093692,0.0692723466008424
SBS39,0.03692421166464327,0.04029353742422887,0.06919747056153037,0.035692754239557166,0.08752419610311368,0.21097643835031013,0.0688754887482583,0.04367825351694377,0.0474465557317275,0.19779029430159423,0.10797425249440296,0.05362654686368977
SBS40a,0.04243235058621755,0.046433632432535954,0.0633451937247963,0.03881401131246444,0.08951108735042893,0.20846818397340416,0.09228673432264371,0.039652687740023264,0.05337082278391223,0.17653696760890736,0.09673038399806098,0.05241794416660493
SBS40b,0.041450338081411235,0.04666836414887805,0.06319122119664738,0.03884799877506986,0.09943286222074209,0.2059697976968145,0.08992391013561656,0.04134454562386675,0.05302395542117088,0.17589249520484862,0.09395912211853082,0.05029538937640324
