,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS10c,SBS10d,SBS11,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22a,SBS22b,SBS23,SBS24,SBS25,SBS26,SBS27,SBS28,SBS29,SBS30,SBS31,SBS32,SBS33,SBS34,SBS35,SBS36,SBS37,SBS38,SBS39,SBS40a,SBS40b,SBS40c,SBS41,SBS42,SBS43,SBS44,SBS45,SBS46,SBS47,SBS48,SBS49,SBS50,SBS51,SBS52,SBS53,SBS54,SBS55,SBS56,SBS57,SBS58,SBS59,SBS60,SBS84,SBS85,SBS86,SBS87,SBS88,SBS89,SBS90,SBS91,SBS92,SBS93,SBS94,SBS95,SBS96,SBS97,SBS98,SBS99
TCGA-02-0003-01A-01D-1490-08,0.41001445839479017,0.021784370977186197,0.02078111161667676,0.021950820691668028,0.02260522352588078,0.044342218354866035,0.021471838403033315,0.021453701846928103,0.018324544062229473,0.02018260874811222,0.02255025790058407,0.019358957557833435,0.015112729116424459,0.026721131354249084,0.02040666360772267,0.01809969249535098,0.021584686455873046,0.023805509791622655,0.01570926353838806,0.02535615102773499,0.039442084743198866,0.019872566833521475,0.01767216171053769,0.016075809916796673,0.021238011608100144,0.02747797123377492,0.025759616726446666,0.03283892313460746,0.0242739299385485,0.01985932706932029,0.030533463835629923,0.017968777827903643,0.024231705957883515,0.023105120300660347,0.018252853197476826,0.016664868750500113,0.023772503829671117,0.024271670613440273,0.0256735344882035,0.02441251749296275,0.021835589145474517,0.016958305185332735,0.030313955715550338,0.019842032262540627,0.021224160255758323,0.020896462349386122,0.019661699709750628,0.022003194544023472,0.01916127212616659,0.02175998672983086,0.01977094230900591,0.02505479969229794,0.02009810603517974,0.027400419092478725,0.006748314055871413,0.023375111958590992,0.018547620493979178,0.027721910491362446,0.026453671500900944,0.026281176701965073,0.021081219548113293,0.018969860998141342,0.019199833372113458,0.014502439278489994,0.021264266582640887,0.006590567987005878,0.022012107256179043,0.020893771645615157,0.02392516903971615,0.023824472950451408,0.01096314013155139,0.01967724462616477,0.018772959772186983,0.0435094149190433,0.021524539067973098,0.022430658020299303,0.01647734900771613,0.021070249500264454,0.022492950719758407,0.0205243979192689,0.02295738176592951,0.022353345094693857,0.021412415587821816,0.02191145834423186,0.03216965603311733,0.019942024681742578
TCGA-02-0033-01A-01D-1490-08,0.29813260464887853,0.039970252176423963,0.031182706108139814,0.03282188990228881,0.032538385023585616,0.03883494357832661,0.039338073989968594,0.04487588350095935,0.02938593723677761,0.02847182075534612,0.035170895624116724,0.028427637778155997,0.025564617108220097,0.05479574122942139,0.03018470087824765,0.027192856755650953,0.033678619539165004,0.028973956052055962,0.023495101393189596,0.032700046018440836,0.049610927424625126,0.031363993809450354,0.02646608160036255,0.02392598660504226,0.038001811516811285,0.03732392392417685,0.03274513085813711,0.02882156135201757,0.02810674554185372,0.02804310896212273,0.04033630258560218,0.023275064482479325,0.03110839752560045,0.028134227279183844,0.027944070522316497,0.026301100144336783,0.038526829643912824,0.04329445565820641,0.04121658468757767,0.03316280954546135,0.02701709835477851,0.02910738731786298,0.01614063220869632,0.03224293292945068,0.029713475683919764,0.042082923236693284,0.02862139766524341,0.03507479526422248,0.030992739147978683,0.03143918473960313,0.029777033357916583,0.02994451085645474,0.029101363234868574,0.029217053066827075,0.020578212833963574,0.03264199505222296,0.031190262069902226,0.02513079157717917,0.03204401978681847,0.04182422103718136,0.034615475746974156,0.028086148024157143,0.03733221066305612,0.022589339945459794,0.03192200400790781,0.0027284120451610576,0.030829765392347684,0.03220314302998643,0.028986047145372305,0.026855642271510462,0.0355763296843101,0.029103113659652343,0.028583678367422892,0.0433934748287061,0.031545878709845085,0.03012401904676232,0.025333153435774802,0.027120384281094343,0.03216035843484677,0.030322346709714596,0.034316764736900505,0.03457014926310353,0.03536232927989943,0.06265387973459402,0.031074562125621857,0.02725710930009814
TCGA-02-0047-01A-01D-1490-08,0.22940903976051552,0.025926427342028754,0.019445155616097755,0.016384489513966764,0.020090762300774428,0.05444303316824267,0.022743152004044784,0.02719736442112524,0.01726374646931024,0.01602718376320871,0.01932816505121229,0.01857187693482643,0.01300505882539661,0.046301070720315335,0.017033772622948938,0.013945631697769776,0.03315368236733345,0.016993018968247887,0.01396497609530617,0.014062637854393377,0.04258123891104547,0.016776775056269292,0.021146503820284063,0.022844798845243312,0.015073368567665526,0.04520767997814586,0.016530372890799856,0.020919703570159445,0.01972400761177341,0.018459444119900553,0.06410122139715481,0.02202088643963558,0.019133665585862485,0.016396328513090735,0.022286681191423265,0.019080085904274718,0.017700872888609193,0.02620671435751537,0.029096592764886173,0.028145069018477412,0.013690102646795667,0.01891522768086116,0.030037602079012255,0.013623467362838418,0.01663380675659426,0.013416062879085458,0.019378386738561706,0.020257856390780756,0.01804232447927884,0.019920580551240293,0.018687821312904505,0.027420695456844526,0.014837207033269368,0.019329885346484207,0.008869362227178657,0.021412062140745976,0.016018533335906915,0.01828246719870505,0.012617786547159213,0.023269992631220458,0.016063504917625517,0.013840767629003898,0.016964023880528322,0.014953725783216826,0.013811335560751436,0.006067450975443741,0.017500384110448564,0.017740423990946892,0.013088839915009969,0.012548149481611435,0.016908716489943597,0.01670026353094598,0.01738554218554442,0.03205345982661722,0.015749015077908716,0.01810493955593541,0.018761868376224202,0.017601999300460237,0.019199557682695413,0.02116789332945817,0.01852287191702101,0.016098248702399183,0.01899055679549498,0.029888197505101178,0.019547600555784396,0.024026622073184525
TCGA-02-0055-01A-01D-1490-08,0.41936410348118935,0.018228670071436113,0.019266522354816403,0.020129955451888032,0.019685632533033074,0.04232870489044369,0.02762778174096494,0.023581949762554455,0.017344084421508154,0.027981197719441086,0.022186477418963152,0.016906711989158784,0.013615694101042145,0.020059852100815102,0.017587689528222535,0.01511847765979827,0.02248288801823335,0.01759493325760327,0.014697246593706822,0.023894235064469995,0.0368909768502446,0.01600504085132771,0.023963950825762942,0.014334737340875389,0.020287601147163672,0.028538547530729076,0.021560890872769668,0.020058814718890757,0.022187967100831884,0.01811612281028875,0.022604379457436145,0.01703538955857493,0.019963113818960994,0.018041715525312065,0.01578934927486156,0.017952270718048485,0.020821261143311974,0.02389697531533455,0.021873418857999864,0.02701513129979387,0.02551945084285446,0.017220593402885655,0.020228504501752204,0.017112624150717917,0.017026429897096677,0.01694814439708685,0.01847887616459562,0.02126104334930318,0.017712501937905613,0.01968081677641139,0.01805870486792238,0.01903354364401808,0.015351011358950726,0.02330200037573615,0.011051501310836159,0.020527250780142153,0.01743891562909923,0.013454131496301532,0.014572282196136445,0.02541942181816789,0.021146232605274266,0.014767923017202174,0.01568467912777198,0.02011630354706364,0.015426436535995633,0.008427632531264774,0.021193629785531968,0.017780317874666052,0.016044378827097663,0.014015421439530976,0.01393392263530735,0.017312536664257566,0.017171824240291927,0.0329210802423586,0.016309370398411738,0.020094993255392633,0.01786212833669079,0.014307504197443468,0.018879623438379737,0.017791486154830304,0.020355086019713163,0.019647334564779306,0.019183356078091626,0.025348472559351198,0.025856889086190195,0.01743207697394898
TCGA-02-2470-01A-01D-1494-08,0.39169000801908815,0.01804479071890125,0.02047955241300819,0.01770324580186956,0.021189063229290168,0.0372045180425674,0.016206002412190886,0.018892168537385092,0.0180071445197657,0.02192600858620851,0.0190368512882859,0.02443570434989424,0.015492040472930731,0.03218734463149731,0.01878067509027536,0.016059862706072885,0.01755213143841135,0.0209127392884927,0.019976941617327663,0.021431318781183213,0.04011616015648699,0.021587835711944885,0.01985267542691926,0.02294174345573674,0.01939140224234782,0.01846917277627557,0.020340031317355015,0.018339956034890338,0.017402404440951737,0.01839553036535751,0.018875047058740844,0.0234494995099607,0.0194116887649413,0.02206330985150328,0.021117250299226006,0.022042716583471775,0.022816490066750066,0.018270812710033064,0.019985269068247262,0.019039123888012936,0.022868181663429923,0.01494978306480843,0.017977260657311235,0.017364535645669758,0.023619856232958508,0.01638076480181036,0.021573552105248688,0.01989516172917416,0.022036245351413655,0.020592809850983516,0.0202345595634293,0.0187350100216907,0.01834821648412244,0.021378679417389926,0.011553740429570013,0.022498987116742346,0.016066421281768134,0.013642895752259824,0.014166257928461977,0.018342429803316337,0.018668916558591143,0.014788023157164747,0.016649964935094002,0.026332451843666307,0.018581592397851895,0.007607860920738788,0.022147175398989572,0.021364437500207126,0.030056629534443956,0.01640262799704128,0.019691691368451128,0.020389986422352572,0.031064018989413748,0.03758487383487636,0.02231613639154788,0.01879570238001242,0.01524747215978656,0.014294212498837814,0.019019776705423142,0.021495436447947883,0.019845077588895123,0.020022579919136606,0.023741200839558874,0.02016820800441883,0.026100493354805118,0.01717169770128582
TCGA-02-2483-01A-01D-1494-08,0.14972331242626954,0.014320021236421171,0.024113768290826745,0.023547885650264267,0.02512396368233933,0.03331102923996553,0.016112420709296436,0.017876066864436782,0.017844635661462487,0.022732055485775143,0.025382668277286705,0.020555124608472468,0.020873618026622614,0.018512389834220776,0.025015880059646434,0.026828363312922664,0.02175352868068757,0.030959711340315877,0.019814936285360456,0.025753039276105245,0.03595600163132087,0.02587044351726578,0.06081330834973039,0.01522020814967955,0.027486741622963187,0.02105077532900912,0.023486930132910516,0.027526641576339283,0.019799508385194623,0.01935626280172821,0.025014519952847314,0.022290103087250965,0.02398360188381976,0.0347877079229984,0.017325416789787686,0.015137307097255089,0.02754813092192422,0.01881809401914339,0.02332295759340706,0.026116885919743402,0.028516835475954645,0.018829937491527463,0.02286032470788362,0.027479799250633655,0.025033820410115887,0.028124671369535434,0.024512407251228205,0.0228890886304596,0.02148157065108815,0.024369992627454307,0.019256315733845918,0.027773380213391853,0.024132820535022997,0.025732983273910923,0.011729923488794314,0.03946273316436931,0.020997435536047455,0.015837737575391066,0.01951406029635796,0.02842696045964251,0.020490536725613004,0.02907387922391984,0.025208742130461956,0.06846374831687406,0.016317645205107083,0.007919622299828611,0.020353536915775676,0.01995885891834525,0.023356736519006657,0.015782268348891498,0.022304122686749393,0.019835255427625497,0.028611329614964515,0.026638514493593432,0.020091009250848307,0.024075986551079443,0.01924921243266249,0.023519484578836514,0.02421579153686412,0.020561844613560917,0.026084010060761168,0.02630968262521655,0.026268711771894483,0.018262294517427426,0.01929107792009162,0.023173972052614688
TCGA-02-2485-01A-01D-1494-08,0.4741096636952627,0.013880953299489206,0.019813677408353315,0.02067389630368168,0.02112073981933242,0.02765139388894911,0.019105074200931077,0.022647309651344934,0.017793420901846862,0.016423966747238863,0.01995949323774907,0.01813917346140132,0.021803805078464154,0.022869190430988118,0.020763263010650408,0.020271467420396046,0.020399657735895055,0.02211009945325898,0.01474254062173298,0.02123942246900137,0.026181566799115003,0.020906409421706493,0.015185278108079472,0.01589422845975282,0.020858095270067628,0.021258249275158944,0.02109255645882942,0.02164954509692531,0.01545929393606239,0.01618293336104934,0.02287576798969712,0.024793394223450786,0.018332448104026525,0.021716107945712968,0.015766137091380725,0.017530522014830255,0.02380734153406018,0.019788112535955502,0.024804178249456223,0.020483622179701504,0.02597502434549714,0.014938051889215789,0.020350716289589302,0.021569968281253037,0.02090900016629101,0.018094490299508267,0.020757458267310805,0.02102200565624953,0.02069877372094959,0.02009014141889417,0.017942312727994795,0.020017627529132196,0.024590489775696615,0.019524214864631042,0.012370293618469577,0.01978172821144285,0.017429876005179715,0.014278243061309856,0.015555700796026901,0.02257299830862974,0.01829714585084593,0.01726831751341063,0.018493490442723602,0.023451058021971977,0.017516080651739888,0.005996192961326727,0.018622814304417135,0.017648027247377813,0.017281577452529742,0.02349833168806268,0.008591724293927815,0.017031460794825447,0.022978913575681378,0.034855827293015784,0.01705703029971027,0.019636597815579356,0.014334278659692244,0.016851765695269458,0.021150409178655016,0.01845086968279394,0.02113393127825352,0.02034434633534295,0.02067848443939802,0.019907529478134796,0.032313043191262276,0.01478647529772948
TCGA-02-2486-01A-01D-1494-08,0.5489524128185271,0.014430631790876409,0.020054508743057458,0.019659281298957186,0.019241486038848957,0.030684307798424893,0.01668123793809132,0.01618467631328534,0.018222417466995496,0.019797098416268966,0.02096503940326175,0.018604908528133034,0.019208220965540333,0.026242064737770396,0.019349292477537583,0.021218954830713135,0.016566255805336747,0.017172913633137336,0.01670717406720621,0.01940246090462342,0.029037838749134973,0.01988542271976672,0.016666079097895532,0.01417750203155305,0.018846477198272385,0.015823076041933944,0.02031512083873955,0.017067942061568118,0.018129931003945464,0.01762976650397733,0.016495374715408,0.013423170570626008,0.019241006827755126,0.01699352891782638,0.015533779464111776,0.01590217558007905,0.020650671227737238,0.01851320093171263,0.017723584517588258,0.01948427316291645,0.015339302652035706,0.014845702161361923,0.026831342583095025,0.018801494655962397,0.018672794674852018,0.017581162185082745,0.019501487514386247,0.01901929045518998,0.01863745994838117,0.01881988776805264,0.017934525881197136,0.017192502869172902,0.0202732402497162,0.019684234226336618,0.008919652008535606,0.017535410338013046,0.016624124454957114,0.01508833683386456,0.015442301605186944,0.021389176739583324,0.016987988584224886,0.02210962959373939,0.018660835635720886,0.012641044947333178,0.022395267548475945,0.0023468551864639664,0.017641757928853505,0.017989789237073037,0.014937483379313275,0.016304624899285133,0.013295083720149732,0.01700119735932111,0.01829435818324524,0.03489621458141098,0.0175362906858164,0.020901787466055505,0.01621623143344978,0.019469618576539418,0.018024165097074895,0.01884298904774115,0.020461356386503808,0.018590876749161506,0.022465223275573338,0.016616306865471487,0.02422955102875988,0.026590882344441333
TCGA-04-1353-01A-01D-1526-09,0.042779659714086954,0.03746458203412767,0.05416765360963956,0.04154720895777366,0.04757047237641691,0.0416934812888223,0.0367445351623344,0.04338333977634994,0.04181360737373976,0.03812788971400231,0.04148127381702058,0.04174692036746899,0.029032499816758046,0.032008499933065225,0.03899843494483701,0.03701270156550352,0.04729900832482711,0.03989224799310133,0.08092469384848255,0.033754657612846864,0.0379535435260576,0.04015760385120463,0.039486180257909204,0.038337450167736924,0.0418936301833834,0.05776472446967005,0.04143415662651959,0.0447480273894735,0.03913005260906742,0.04041211048413178,0.0609086231882912,0.03422864480659931,0.045069681832804985,0.041093504836801895,0.03972810940468952,0.040111448455269386,0.04350371636138417,0.05307092559835117,0.053016158872830975,0.05027780690484506,0.03895858607305565,0.036347139683248854,0.011650685825211823,0.04104560757316666,0.038935043863344766,0.03820574379152439,0.07300903822809883,0.04796713284906153,0.04783419253901714,0.047407406525447206,0.04381809026785738,0.04839846327431271,0.04448635344102525,0.047894244063916756,0.017152621126041656,0.04011282600653017,0.0384054963761596,0.035884071416410895,0.036732884104027544,0.04400613570283589,0.04223140510849494,0.039013960308895326,0.0462001906831482,0.026537171706347756,0.04756500776381717,0.0076125715919421405,0.041599088832525714,0.04412447892135564,0.038158841081113726,0.037205386245938166,0.19904466408469101,0.039080443163906194,0.06037260772748963,0.09081677097360442,0.03715648687458296,0.051773182745404524,0.040294324784648373,0.038096843093890616,0.04673529162323526,0.04383190263514333,0.04373008223294069,0.043256924405602255,0.042730978726322595,0.04550889868943878,0.09880208479940078,0.06465735875541027
TCGA-04-1369-01A-02D-1526-09,0.07642842433574334,0.019933409883499283,0.019861927550024167,0.020719944831662822,0.02010413704449467,0.025490431312914758,0.018634515877509097,0.01754235318750408,0.012007941647663568,0.020945754687974445,0.019351831703265855,0.015107226061487478,0.013075036014403586,0.02140401473270095,0.015357626917944013,0.012789737954048029,0.022921346951258834,0.014945223404735173,0.025336380547214286,0.021367269945214058,0.02130632499188886,0.017059422668981944,0.01322332573740859,0.021274996795267852,0.02018069631363223,0.02038474418431424,0.017057249672523683,0.013199263131063104,0.011969739482570548,0.011465212361768106,0.01747344118408343,0.045868517767714334,0.016082703865069922,0.015156410505866037,0.010542565657669806,0.015598093931669506,0.030631534430826404,0.01944075114030518,0.016805958863137363,0.03249508352715845,0.015793551450224864,0.010004223040475026,0.027493055279423615,0.017121610103422853,0.0159319799093476,0.018421440368085826,0.024558253264427243,0.02049068850916086,0.018622032578895675,0.018144875346379024,0.014173064272196898,0.0183092606605579,0.013911223586079153,0.016979061343158002,0.021424693591498033,0.01672333099527465,0.013483789128531532,0.00963269329720534,0.02789520395391122,0.035183846495413874,0.015965235965571846,0.01113087061399902,0.0193549684820655,0.03613926048350742,0.013526968744399714,0.00628265426808569,0.016144338518897752,0.01757956483682434,0.02009169436234995,0.01332286173472602,0.01390357060619478,0.013570940758745449,0.033277246426003194,0.051893931888405354,0.01285404330830608,0.020214311839080137,0.009441729111609148,0.011301837979550974,0.01722150922187705,0.015112838905507166,0.018814761329518554,0.0200129074787677,0.01678172352292756,0.023234056302825302,0.04025203938588521,0.02251327601399981
